word	-a	-u	syllables	last cons. cluster	all vowels	last vowel	suffix	meaning	semantics
skowyt	-	+	2	t	oy	y		"urywany, żałosny głos psa"	
skośnik	+	-	2	k	oi	i		NOT FOUND	
skośnożaglowiec	+	-	6	c	ooaoie	e	iec	NOT FOUND	
skraj	-	+	1	j	a	a		"krańcowa część jakiejś powierzchni, jakiegoś terenu"	часть предмета
skrajnik	+	-	2	k	ai	i	nik	"wodoszczelny przedział w dziobowej i rufowej części statku, zabezpieczający go przed zatopieniem w razie uszkodzenia dziobu lub rufy"	
skrapiacz	+	-	3	cz	aia	a		NOT FOUND	
skraplacz	+	-	2	cz	aa	a		"urządzenie do skraplania par cieczy"	артефакт
skraw	-	+	1	w	a	a		NOT FOUND	
skraweczek	+	-	3	k	aee	e	eczek	"mała cząstka odcięta od całości"	
skrawek	+	-	2	k	ae	e	ek	"mała cząstka odcięta od całości"	
skrecz	-	+	1	cz	e	e		"efekt dźwiękowy otrzymywany przez didżejów poprzez ręczne obracanie winylowej płyty w przód i w tył na talerzu gramofonu"	
skreper	+	-	2	r	ee	e	er	NOT FOUND	
skrinsejwer	+	-	3	r	iee	e	er	NOT FOUND	
skrobacz	+	-	2	cz	oa	a		NOT FOUND	
skrobak	+	-	2	k	oa	a		"narzędzie używane w technice do skrobania, oczyszczania lub wygładzania powierzchni przedmiotów"	артефакт
skrocz	+	-	1	cz	o	o		NOT FOUND	
skrom	-	+	1	m	o	o		"tłuszcz zwierzęcy, zwłaszcza zajęczy"	
skrub	-	+	1	b	u	u		"busz australijski"	
skruber	+	-	2	r	ue	e	er	NOT FOUND	
skrupulik	+	-	3	k	uui	i		NOT FOUND	
skrupuł	-	+	2	ł	uu	u		"wątpliwości natury moralnej dotyczące własnego postępowania, wstrzymujące od popełnienia czynu nieetycznego"	
skryning	-	+	2	ng	yi	i		NOT FOUND	
skrypcik	-	+	2	k	yi	i		NOT FOUND	
skrypt	-	+	1	pt	y	y		"podręcznik zawierający zbiór wykładów z określonej dziedziny, przeznaczony zwłaszcza dla studentów"	
skrytokwiat	-	+	4	t	yoia	a		NOT FOUND	
skrzeczek	-	+	2	k	ee	e	ek	NOT FOUND	
skrzek	+	-	1	k	e	e	ek	"jaja płazów otoczone galaretowatą otoczką, składane w płytkiej wodzie jezior, stawów itp."	
skrzep	-	+	1	p	e	e		"skrzepnięta krew w postaci galaretowatej, ciemnoczerwonej, żółtawej lub białoszarej masy, powstającej po wydostaniu się krwi poza obręb naczyń krwionośnych"	
skrzepek	-	+	2	k	ee	e	ek	NOT FOUND	
skrzybot	-	+	2	t	yo	o		NOT FOUND	
skrzydlak	+	-	2	k	ya	a		"owoc lub nasienie niektórych drzew mające błonkowate wyrostki ułatwiające przenoszenie owocu przez wiatr"	
skrzydlik	+	-	2	k	yi	i		NOT FOUND	
skrzydłak	+	-	2	k	ya	a		NOT FOUND	
skrzydłokwiat	-	+	4	t	yoia	a		NOT FOUND	
skrzydłorzech	+	-	3	ch	yoe	e		NOT FOUND	
skrzydłowiec	+	-	4	c	yoie	e	iec	"dawny statek powietrzny o ruchomych płatach nośnych"	
skrzyniec	+	-	3	c	yie	e	iec	NOT FOUND	
skrzyniowiec	+	-	5	c	yioie	e	iec	NOT FOUND	
skrzyp	-	+	1	p	y	y		"roślina mająca łodygę o budowie członowej, wewnątrz pustą, z której wyrastają drobne, łuskowate liście"	растение
skrzypcodrzew	-	+	3	w	yoe	e		NOT FOUND	
skrzypiel	+	-	3	l	yie	e	iel	NOT FOUND	
skrzyżal	+	-	2	l	ya	a		NOT FOUND	
skrzęt	-	+	1	t	ę	ę		NOT FOUND	
skrót	-	+	1	t	ó	ó		"skrócona postać utworu literackiego, tekstu, wypowiedzi itp."	
skrótowiec	+	-	4	c	óoie	e	iec	"wyraz pochodny utworzony w wyniku skrócenia jednego wyrazu lub grupy wyrazów, np. żelbet (żelazobeton), ZUS (Zakład Ubezpieczeń Społecznych)"	
skręcak	+	-	2	k	ęa	a		NOT FOUND	
skręt	-	+	1	t	ę	ę		"ruch powodujący zmianę pozycji w kierunku bocznym; też: miejsce, w którym zachodzi ta zmiana"	движение
skrętak	+	-	2	k	ęa	a	ak	NOT FOUND	
skrętek	+	-	2	k	ęe	e	ek	"jedna z części, z których skręcona jest lina"	
skrętnik	+	-	2	k	ęi	i	nik	NOT FOUND	
skrętomierz	+	-	4	rz	ęoie	e		NOT FOUND	
skrętoskłon	-	+	3	n	ęoo	o		"w gimnastyce: skłon tułowia połączony ze skrętem"	
skul	-	+	1	l	u	u		"jednoosobowa łódź półwyścigowa"	
skuling	-	+	2	ng	ui	i	ing	NOT FOUND	
skull	+	-	1	ll	u	u		NOT FOUND	
skulling	-	+	2	ng	ui	i		NOT FOUND	
skuner	+	-	2	r	ue	e	er	"statek żaglowy mający od dwóch do siedmiu masztów z ożaglowaniem skośnym"	
skup	-	+	1	p	u	u		"kupowanie od wielu właścicieli, producentów produktów rolnych, odpadków użytkowych itp. w celu dalszej odsprzedaży konsumentom lub przetwarzania"	
skurcz	-	+	1	rcz	u	u		"skurczenie się mięśni; też: skurczenie się tkanki organizmu wskutek zmiany długości i napięcia włókien mięśniowych"	
skutek	-	+	2	k	ue	e	ek	"następstwo jakiegoś działania"	
skuter	+	-	2	r	ue	e	er	"jednośladowy pojazd mechaniczny podobny do motocykla, lecz z mniejszymi kołami i obudowanymi mechanizmami"	
skuterek	+	-	3	k	uee	e	ek	NOT FOUND	
skuwacz	+	-	2	cz	ua	a		NOT FOUND	
skwadron	-	+	2	n	ao	o		NOT FOUND	
skwar	-	+	1	r	a	a		"upał, spiekota"	
skwarek	+	-	2	k	ae	e	ek	"wysmażony kawałeczek słoniny, boczku, mięsa"	
skwer	-	+	1	r	e	e	er	"niewielki teren zieleni miejskiej, usytuowany zwykle na placu lub przy ulicy"	
skwerek	-	+	2	k	ee	e	ek	"niewielki teren zieleni miejskiej, usytuowany zwykle na placu lub przy ulicy"	
skweres	-	+	2	s	ee	e		NOT FOUND	
skwierk	-	+	2	rk	ie	e		NOT FOUND	
skwir	-	+	1	r	i	i		NOT FOUND	
skwirk	-	+	1	rk	i	i		NOT FOUND	
skylight	-	+	2	ght	yi	i		"oszklone okienko w dachu kabiny lub w pokładzie statku"	артефакт
skóbel	+	-	2	l	óe	e		NOT FOUND	
skóbelek	+	-	3	k	óee	e	ek	NOT FOUND	
skórodrzew	-	+	3	w	óoe	e		NOT FOUND	
skórzeń	+	-	2	ń	óe	e		NOT FOUND	
skąpomocz	-	+	3	cz	ąoo	o		"oddawanie zbyt małych ilości moczu"	
skład	-	+	1	d	a	a		"zespół osób tworzących jakąś całość"	
składak	+	-	2	k	aa	a	ak	"rower składany"	артефакт
składaniec	+	-	4	c	aaie	e	iec	NOT FOUND	
składnik	+	-	2	k	ai	i	nik	"część składowa jakiejś całości"	часть предмета
składopis	-	+	3	s	aoi	i		NOT FOUND	
składzik	+	+	2	k	ai	i	zik	"zespół osób tworzących jakąś całość"	
skłon	-	+	1	n	o	o		"pochylenie głowy lub tułowia"	
skłot	-	+	1	t	o	o		NOT FOUND	
slab	-	+	1	b	a	a		"półprodukt hutniczy przeznaczony do dalszego walcowania"	
slabing	-	+	2	ng	ai	i	ing	"ciężka walcarka do walcowania wlewków na slaby"	
slajd	-	+	1	jd	a	a		"małoobrazkowe przezrocze oprawione w ramkę, przeznaczone do rzutowania na ekran"	
slajdzik	+	-	2	k	ai	i	zik	NOT FOUND	
slajs	-	+	1	js	a	a		NOT FOUND	
slalom	-	+	2	m	ao	o		"konkurencja narciarska polegająca na jak najszybszym pokonaniu krętej trasy z ustawionymi bramkami"	
slams	-	+	1	ms	a	a		"nędzny dom zamieszkiwany przez wielkomiejską biedotę"	
slang	-	+	1	ng	a	a		"potoczna odmiana języka używana przez jakąś grupę zawodową lub środowiskową"	
slapstick	-	+	2	ck	ai	i		"rodzaj burleski z okresu kina niemego"	
slash	+	-	1	sh	a	a		"znak w postaci pionowej, ukośnej kreski (/), używany w informatyce"	
slawizm	-	+	2	zm	ai	i	izm	"wyraz, zwrot lub konstrukcja składniowa, wzorowane na którymś z języków słowiańskich albo z niego przejęte"	
sleep	-	+	2	p	ee	e		NOT FOUND	
sleeping	-	+	3	ng	eei	i	ing	"wagon kolejowy z miejscami sypialnymi"	
sling	-	+	1	ng	i	i		NOT FOUND	
slip	-	+	1	p	i	i		"pochylnia służąca do spuszczania na wodę i wyciągania z niej jachtów, małych statków"	
sliping	-	+	2	ng	ii	i	ing	"wagon kolejowy z miejscami sypialnymi"	
slogan	-	+	2	n	oa	a		"oklepany zwrot"	
sloganik	-	+	3	k	oai	i	ik	NOT FOUND	
slojd	-	+	1	jd	o	o		"pierwszy uporządkowany dydaktycznie system nauczania pracy ręcznej, zapoczątkowany w Szwecji"	
slot	-	+	1	t	o	o		"podłużne gniazdo w środku komputera do podłączania kart rozszerzających jego możliwości"	
slump	-	+	1	mp	u	u		"zastój w gospodarce"	
slums	-	+	1	ms	u	u		"nędzny dom zamieszkiwany przez wielkomiejską biedotę"	
slup	-	+	1	p	u	u		"jednomasztowy statek żaglowy o ożaglowaniu skośnym"	
smaczek	-	+	2	k	ae	e	ek	"charakterystyczny szczegół w utworze literackim, filmie itp., wpływający na ich atrakcyjność"	
smak	-	+	1	k	a	a		"zmysł pozwalający na rozpoznanie pewnych właściwości przyjmowanych pokarmów"	
smakołyk	+	+	3	k	aoy	y		"coś bardzo smacznego do jedzenia lub picia"	
smalczyk	-	+	2	k	ay	y		"półstały tłuszcz jadalny pochodzenia zwierzęcego"	
smalec	-	+	2	c	ae	e		"półstały tłuszcz jadalny pochodzenia zwierzęcego"	
smaltyn	-	+	2	n	ay	y		"minerał o barwie srebrzystobiałej i metalicznym połysku"	
smar	-	+	1	r	a	a		"gesta, oleista substancja do smarowania części maszyn, przyrządów itp. w celu zmniejszenia tarcia między nimi"	вещество
smaragd	-	+	2	gd	aa	a		NOT FOUND	
smaragdyt	-	+	3	t	aay	y		NOT FOUND	
smaragit	-	+	3	t	aai	i		NOT FOUND	
smark	-	+	1	rk	a	a		"o kimś niedorosłym"	
smartfon	-	+	2	n	ao	o		NOT FOUND	
smatruz	+	+	2	z	au	u		NOT FOUND	
smecz	-	+	1	cz	e	e		"w tenisie, w badmintonie: mocne ścięcie piłki, lotki z góry"	
smerek	+	-	2	k	ee	e	ek	NOT FOUND	
smilaks	-	+	2	ks	ia	a		NOT FOUND	
smitsonit	-	+	3	t	ioi	i		"minerał o barwie białej, szarej, żółtawej lub brunatnej i szklistym połysku"	
smlot	-	+	1	t	o	o		NOT FOUND	
smoczek	+	-	2	k	oe	e	ek	"gumowa nasadka z otworkiem nakładana na butelkę z pokarmem dla niemowlęcia; też: zabawka niemowlęca do ssania mająca kształt takiej nasadki"	
smog	-	+	1	g	o	o		"gęsta mgła z dymem i spalinami, występująca czasem w wielkich miastach i na obszarach przemysłowych"	
smok	+	-	1	k	o	o		"w bajkach, w wierzeniach ludowych: skrzydlaty potwór, często wielogłowy"	
smoking	+	+	2	ng	oi	i	ing	"wieczorowy strój męski składający się z marynarki z klapami obszytymi błyszczącym jedwabiem, czarnej kamizelki i spodni z lampasami"	
smokowiec	+	-	4	c	ooie	e	iec	NOT FOUND	
smokrzyn	-	+	2	n	oy	y		NOT FOUND	
smolak	+	-	2	k	oa	a		"smolne drewno"	
smolej	+	-	2	j	oe	e		NOT FOUND	
smolniak	+	-	3	k	oia	a		NOT FOUND	
smołobeton	-	+	4	n	ooeo	o		"masa z piasku, żwiru, smoły i asfaltu, używana do budowy nawierzchni dróg"	
smołowiec	+	-	4	c	ooie	e	iec	NOT FOUND	
smreczek	+	-	2	k	ee	e	ek	NOT FOUND	
smrek	+	-	1	k	e	e	ek	"świerk"	
smrodek	-	+	2	k	oe	e	ek	"przykry zapach"	
smrodziec	+	-	3	c	oie	e	iec	NOT FOUND	
smrodzieniec	+	-	5	c	oieie	e	iec	NOT FOUND	
smrodzik	-	+	2	k	oi	i		NOT FOUND	
smród	-	+	1	d	ó	ó		"przykry zapach"	
smug	-	+	1	g	u	u		"wąski pas czegoś wyodrębniający się z tła"	
smugacz	+	-	2	cz	ua	a	acz	NOT FOUND	
smuteczek	-	+	3	k	uee	e	ek	"stan psychiczny będący następstwem przykrych przeżyć, kłopotów"	
smutek	-	+	2	k	ue	e	ek	"stan psychiczny będący następstwem przykrych przeżyć, kłopotów"	
smuż	-	+	1	ż	u	u		NOT FOUND	
smużek	-	+	2	k	ue	e	ek	"wąski pas czegoś wyodrębniający się z tła"	
smyczek	+	-	2	k	ye	e	ek	"sprężysty drewniany pręt z napiętym na nim pasmem włosia, służący do wydobywania dźwięku z niektórych instrumentów strunowych"	артефакт
smyk	+	-	1	k	y	y		"o dziecku, zwłaszcza o chłopcu"	
smęt	-	+	1	t	ę	ę		NOT FOUND	
smętarz	+	-	2	rz	ęa	a	arz	NOT FOUND	
smęteczek	-	+	3	k	ęee	e	eczek	NOT FOUND	
smętek	-	+	2	k	ęe	e	ek	"uczucie smutku lub smutny, melancholijny nastrój"	
snack-bar	-	+	2	r	aa	a		"bar samoobsługowy, w którym można zjeść kanapki lub szybko przyrządzane dania"	
snif	+	-	1	f	i	i		NOT FOUND	
snobizm	-	+	2	zm	oi	i	izm	"człowiek pozujący na znawcę jakiejś dziedziny lub bezkrytycznie naśladujący sposób bycia, gusty lub poglądy"	
snooker	+	-	3	r	ooe	e	er	"odmiana bilardu"	
snop	+	-	1	p	o	o		"związany pęk zżętego zboża lub słomy; też: duża wiązka jakichś roślin, traw itp."	
snopeczek	+	-	3	k	oee	e	eczek	NOT FOUND	
snopek	+	-	2	k	oe	e	ek	"związany pęk zżętego zboża lub słomy; też: duża wiązka jakichś roślin, traw itp."	
snowboard	-	+	3	rd	ooa	a		"szeroka deska mocowana do butów specjalnymi wiązaniami, służąca do zjeżdżania po śniegu"	артефакт
snowboarding	-	+	4	ng	ooai	i	ing	NOT FOUND	
snowsurfing	-	+	3	ng	oui	i		NOT FOUND	
sobór	-	+	2	r	oó	ó		"w Kościele katolickim: zgromadzenie biskupów całego świata obradujące pod przewodnictwem papieża lub jego delegata"	
soccer	+	-	2	r	oe	e	er	"amerykańska nazwa piłki nożnej"	
socjal	-	+	2	l	oa	a		"zasiłek socjalny"	
socjaldarwinizm	-	+	5	zm	oaaii	i	izm	"kierunek socjologiczny drugiej połowy XIX w. stosujący mechanicznie darwinowskie prawa walki o byt i doboru naturalnego do wyjaśniania zjawisk społecznych"	абстрактное понятие
socjaldemokratyzm	-	+	6	zm	oaeoay	y	yzm	NOT FOUND	
socjalizm	-	+	3	zm	oai	i	izm	"ideologia społeczna głosząca zniesienie prywatnej własności środków produkcji i postulująca zbudowanie ustroju społecznego, który doprowadzi do usunięcia podziałów klasowych"	
socjalliberalizm	-	+	6	zm	oaieai	i	izm	NOT FOUND	
socjalpacyfizm	-	+	5	zm	oaayi	i	izm	NOT FOUND	
socjalreformizm	-	+	5	zm	oaeoi	i	izm	NOT FOUND	
socjalszowinizm	-	+	5	zm	oaoii	i	izm	NOT FOUND	
socjał	-	+	2	ł	oa	a		"socjalista"	
socjogram	-	+	3	m	ooa	a		"diagram przedstawiający strukturę wzajemnych stosunków między członkami danej grupy społecznej"	
socjolekt	-	+	3	kt	ooe	e		"odmiana języka charakterystyczna dla jakiejś grupy społecznej"	
socjologizm	-	+	4	zm	oooi	i	izm	"nurt w socjologii przełomu XIX–XX w. głoszący, że społeczeństwo jest czynnikiem wyznaczającym zarówno życie psychiczne, jak i kulturalne jednostek"	
socreal	+	-	3	l	oea	a		NOT FOUND	
socrealizm	-	+	4	zm	oeai	i	izm	"kierunek w literaturze, filmie i sztukach plastycznych, ściśle związany z doktryną stalinizmu, głoszący zaangażowanie polityczne i ideowe sztuki"	абстрактное понятие
socsakralizm	-	+	4	zm	oaai	i	izm	NOT FOUND	
socynianizm	-	+	5	zm	oyiai	i	izm	"nauka głoszona przez Faustyna Socyna, odrzucająca dogmat Trójcy Świętej"	
soczek	-	+	2	k	oe	e	ek	"płyn wyciśnięty z rozdrobnionych owoców lub warzyw"	
sodalit	-	+	3	t	oai	i		NOT FOUND	
sodoetyl	-	+	4	l	ooey	y		NOT FOUND	
sofizm	-	+	2	zm	oi	i	izm	NOT FOUND	
sofizmat	-	+	3	t	oia	a	at	"rozumowanie pozornie poprawne, ale w istocie zawierające rozmyślnie utajone błędy logiczne"	
soft	-	+	1	ft	o	o		"pornografia przedstawiająca czynności erotyczne w sposób pośredni"	
softball	-	+	2	ll	oa	a		"odmiana baseballu, w której gra się dużą, miękką piłką"	
softforming	-	+	3	ng	ooi	i		NOT FOUND	
software	-	+	3		oae	e		"oprogramowanie komputera"	
sogłówek	+	-	3	k	oóe	e	ek	NOT FOUND	
sojusz	-	+	2	sz	ou	u		"umowa między państwami, partiami politycznymi lub osobami, które zobowiązują się do współpracy i udzielania sobie wzajemnej pomocy; też: grupa państw, partii politycznych lub osób, które zawarły taką umowę"	
sojuz	+	-	2	z	ou	u		"Związek Radziecki"	
sok	-	+	1	k	o	o		"płyn wyciśnięty z rozdrobnionych owoców lub warzyw"	
sokotok	-	+	3	k	ooo	o		NOT FOUND	
sokownik	+	-	3	k	ooi	i		"urządzenie, w którym pod wpływem działania wysokiej temperatury uzyskuje się sok z owoców i warzyw"	артефакт
sokratyzm	-	+	3	zm	oay	y	yzm	NOT FOUND	
solankomierz	+	-	5	rz	oaoie	e		NOT FOUND	
solarygraf	-	+	4	f	oaya	a		"przyrząd do zapisywania zmian natężenia całkowitego promieniowania słonecznego"	артефакт
solarymetr	-	+	4	tr	oaye	e		"przyrząd do pomiaru natężenia całkowitego promieniowania słonecznego metodami termoelektrycznymi"	артефакт
sold	+	-	1	ld	o	o		"dawna drobna moneta włoska"	артефакт
solecyzm	-	+	3	zm	oey	y	yzm	"błąd składniowy"	
solenoid	-	+	4	d	oeoi	i		"walcowata cewka bez rdzenia w postaci przewodu elektrycznego zwiniętego jednowarstwowo w linię śrubową"	
solfeż	-	+	2	ż	oe	e		"metoda kształcenia słuchu muzycznego polegająca na czytaniu nut głosem; też: książka z takimi ćwiczeniami"	
solid	+	-	2	d	oi	i		"złota moneta rzymska i bizantyjska"	артефакт
solidaryzm	-	+	4	zm	oiay	y	aryzm	"kierunek społeczno-polityczny, według którego podstawową cechą społeczeństwa jest naturalna wspólnota interesów łącząca ludzi z wszystkich klas i warstw"	абстрактное понятие
solidogen	-	+	4	n	oioe	e		NOT FOUND	
solidoid	-	+	4	d	oioi	i	oid	NOT FOUND	
solion	+	-	3	n	oio	o		NOT FOUND	
solipsyzm	-	+	3	zm	oiy	y	yzm	"pogląd filozoficzny, według którego istnieje tylko jednostkowy podmiot poznający, a cała rzeczywistość jest jedynie zespołem jego wrażeń"	
soliród	-	+	3	d	oió	ó		"bezlistna roślina o drobnych kwiatach zebranych w kłosy"	растение
soliter	+	-	3	r	oie	e	er	"duży kamień szlachetny oprawiony pojedynczo lub otoczony drobnymi kamieniami tego samego gatunku"	
soliton	-	+	3	n	oio	o		"pojedyncza fala, której kształt i prędkość nie zmieniają się wraz z przebytą odległością"	
solluks	-	+	2	ks	ou	u		NOT FOUND	
sollux	-	+	2	x	ou	u		"lampa lecznicza do naświetlań"	артефакт
solnik	+	-	2	k	oi	i		NOT FOUND	
solomierz	+	-	4	rz	ooie	e		NOT FOUND	
solomit	-	+	3	t	ooi	i		NOT FOUND	
soluks	-	+	2	ks	ou	u		"lampa lecznicza do naświetlań"	артефакт
solut	-	+	2	t	ou	u		"druk o wierszach pełnych, bez wzorów, tabel itp."	
solwat	-	+	2	t	oa	a		"połączenie jonu lub cząsteczki substancji rozpuszczonej z cząsteczkami rozpuszczalnika, powstałe w wyniku solwatacji"	
soman	-	+	2	n	oa	a		"ciecz o działaniu paraliżującym zaliczana do bojowych środków trujących"	вещество
somatoid	-	+	4	d	oaoi	i		NOT FOUND	
somatotyp	-	+	4	p	oaoy	y		NOT FOUND	
somatyzm	-	+	3	zm	oay	y	yzm	"pogląd filozoficzny, według którego istnieją tylko ciała"	
somit	-	+	2	t	oi	i		NOT FOUND	
somnambulizm	-	+	4	zm	oaui	i	izm	NOT FOUND	
son	+	-	1	n	o	o		"jednostka głośności dźwięku"	единица измерения
sonant	-	+	2	nt	oa	a	ant	"głoska łącząca w sobie cechy samogłoski i spółgłoski, mogąca tworzyć sylabę"	
sonar	-	+	2	r	oa	a		"urządzenie do wykrywania za pomocą dźwięków położenia obiektów znajdujących się pod wodą oraz do określania wielkości charakteryzujących środowisko morskie"	артефакт
sondaż	-	+	2	ż	oa	a		"badanie opinii publicznej"	
sondażyk	-	+	3	k	oay	y		NOT FOUND	
sonecik	-	+	3	k	oei	i	ecik	NOT FOUND	
sonet	-	+	2	t	oe	e	et	"utwór poetycki o specjalnym układzie rymów, składający się z dwóch strof czterowersowych i dwóch trzywersowych"	
song	-	+	1	ng	o	o		"piosenka, której tematem są aktualne kwestie społeczne lub polityczne; też: wstawka wokalna o podobnym charakterze w sztuce teatralnej"	
sonograf	-	+	3	f	ooa	a		"aparat do obserwacji wizualnej widma dźwięków mowy"	артефакт
sonogram	-	+	3	m	ooa	a		NOT FOUND	
sonometr	-	+	3	tr	ooe	e		"urządzenie do mierzenia natężenia dźwięku"	артефакт
sopel	+	-	2	l	oe	e		"zwisający kawałek zamarzniętej wody o wydłużonym kształcie"	
sopelek	+	-	3	k	oee	e	ek	"zwisający kawałek zamarzniętej wody o wydłużonym kształcie"	
sopleniec	+	-	4	c	oeie	e	iec	NOT FOUND	
sopor	-	+	2	r	oo	o		"stan ograniczenia przytomności i świadomości, w którym jedynie silne bodźce mogą wyzwolić reakcję chorego"	
sopran	-	+	2	n	oa	a		"najwyższy głos żeński lub chłopięcy"	
sopranik	-	+	3	k	oai	i	ik	NOT FOUND	
sorabizm	-	+	3	zm	oai	i	izm	"wyraz, zwrot lub konstrukcja składniowa przejęte z języka łużyckiego albo na nim wzorowane"	
sorbat	-	+	2	t	oa	a		"substancja pochłaniana w procesie sorpcji"	вещество
sorbent	-	+	2	nt	oe	e		"substancja pochłaniająca w procesie sorpcji"	вещество
sorbet	-	+	2	t	oe	e		"napój z osłodzonego soku owocowego, podawany z lodem"	
sorbit	-	+	2	t	oi	i		"składnik strukturalny staliw i żeliw szarych"	
sorbitol	-	+	3	l	oio	o	ol	"biały, krystaliczny proszek o słodkim smaku występujący w owocach jarzębiny"	
soroban	-	+	3	n	ooa	a		NOT FOUND	
sorok	+	-	2	k	oo	o		NOT FOUND	
sorokowiec	+	-	5	c	oooie	e	iec	NOT FOUND	
sororat	-	+	3	t	ooa	a		"małżeństwo zawarte z siostrą zmarłej żony"	
sort	-	+	1	rt	o	o		"gatunek lub rodzaj jakiegoś towaru"	
sorter	+	-	2	r	oe	e	er	"urządzenie do sortowania czegoś"	артефакт
sortomierz	+	-	4	rz	ooie	e		NOT FOUND	
sortyment	-	+	3	nt	oye	e		"jednorodny zbiór przedmiotów, materiałów odpowiadających określonym wymaganiom"	
sorus	-	+	2	s	ou	u		"skupienie zarodni znajdujące się zwykle na dolnej stronie liścia paproci"	
soryt	-	+	2	t	oy	y		"łańcuch sylogizmów, w którym konkluzje wcześniejszych sylogizmów stanowią przesłanki dalszych sylogizmów"	
sos	-	+	1	s	o	o		"międzynarodowy sygnał nadawany alfabetem Morse’a, oznaczający wzywanie pomocy"	
sosik	-	+	2	k	oi	i	ik	"zawiesisty płyn o różnych smakach, przyrządzany jako dodatek do potraw"	
sosnogrom	-	+	3	m	ooo	o		NOT FOUND	
sosrąb	-	+	2	b	oą	ą		"w drewnianym budownictwie wiejskim: gruba belka stropowa biegnąca wzdłuż całego pułapu"	
sosrąbik	+	-	3	k	oąi	i		NOT FOUND	
sosręb	-	+	2	b	oę	ę		"w drewnianym budownictwie wiejskim: gruba belka stropowa biegnąca wzdłuż całego pułapu"	
sosrębik	+	-	3	k	oęi	i		NOT FOUND	
sostej	+	-	2	j	oe	e		"ser o półpłynnej konsystencji wyrabiany na Węgrzech z mleka owczego"	
sosznik	+	-	2	k	oi	i	znik	NOT FOUND	
sotern	-	+	2	rn	oe	e		NOT FOUND	
souchong	-	-	3	ng	ouo	o		NOT FOUND	
soul	-	+	2	l	ou	u		"styl w muzyce rozrywkowej wywodzący się z murzyńskiej muzyki religijnej i bluesa"	
soundtrack	-	+	3	ck	oua	a		"muzyka i piosenki z filmu utrwalone na nośniku dźwięku"	
souvenir	-	+	4	r	ouei	i		"upominek pamiątkowy lub pamiątka z podróży"	
sowchoz	-	+	2	z	oo	o		"państwowe gospodarstwo rolne w Związku Radzieckim"	
